hgnc_symbol	gene_biotype	ensembl_gene_id	kegg	GO_category	Description	Cluster
EHD2	protein_coding	ENSG00000024422	No_kegg	NA	NA	ctrl_cluster2
VIM	protein_coding	ENSG00000026025	No_kegg	NA	NA	ctrl_cluster2
TNFRSF1B	protein_coding	ENSG00000028137	No_kegg	NA	NA	ctrl_cluster2
TFB1M	protein_coding	ENSG00000029639	No_kegg	NA	NA	ctrl_cluster2
BAK1	protein_coding	ENSG00000030110	No_kegg	NA	NA	ctrl_cluster2
LRRC7	protein_coding	ENSG00000033122	No_kegg	NA	NA	ctrl_cluster2
GAB2	protein_coding	ENSG00000033327	No_kegg	NA	NA	ctrl_cluster2
ASTE1	protein_coding	ENSG00000034533	No_kegg	NA	NA	ctrl_cluster2
STAU2	protein_coding	ENSG00000040341	No_kegg	NA	NA	ctrl_cluster2
CDH10	protein_coding	ENSG00000040731	No_kegg	Neurogenesis	axon guidance,cell-cell adhesion via plasma-membrane adhesion molecules,neuron projection guidance	ctrl_cluster2
RAB27B	protein_coding	ENSG00000041353	No_kegg	NA	NA	ctrl_cluster2
MYO16	protein_coding	ENSG00000041515	No_kegg	NA	NA	ctrl_cluster2
ZPBP	protein_coding	ENSG00000042813	No_kegg	NA	NA	ctrl_cluster2
ZIC2	protein_coding	ENSG00000043355	No_kegg	NA	NA	ctrl_cluster2
EPHA3	protein_coding	ENSG00000044524	No_kegg	Neurogenesis	axon guidance,cell-cell adhesion via plasma-membrane adhesion molecules,neuron projection guidance	ctrl_cluster2
YTHDC2	protein_coding	ENSG00000047188	No_kegg	NA	NA	ctrl_cluster2
MAP4	protein_coding	ENSG00000047849	No_kegg	NA	NA	ctrl_cluster2
ROS1	protein_coding	ENSG00000047936	No_kegg	NA	NA	ctrl_cluster2
HDAC9	protein_coding	ENSG00000048052	No_kegg	NA	NA	ctrl_cluster2
NEXMIF	protein_coding	ENSG00000050030	No_kegg	NA	NA	ctrl_cluster2
LAMC3	protein_coding	ENSG00000050555	No_kegg	NA	NA	ctrl_cluster2
PIK3CB	protein_coding	ENSG00000051382	kegg	Neurogenesis	axon guidance,cell-cell adhesion via plasma-membrane adhesion molecules,neuron projection guidance	ctrl_cluster2
ENTPD2	protein_coding	ENSG00000054179	No_kegg	NA	NA	ctrl_cluster2
FOXC1	protein_coding	ENSG00000054598	No_kegg	NA	NA	ctrl_cluster2
SZRD1	protein_coding	ENSG00000055070	No_kegg	NA	NA	ctrl_cluster2
CUL1	protein_coding	ENSG00000055130	No_kegg	NA	NA	ctrl_cluster2
CCDC85A	protein_coding	ENSG00000055813	No_kegg	NA	NA	ctrl_cluster2
PUM2	protein_coding	ENSG00000055917	No_kegg	NA	NA	ctrl_cluster2
ATG5	protein_coding	ENSG00000057663	No_kegg	NA	NA	ctrl_cluster2
CDK14	protein_coding	ENSG00000058091	No_kegg	NA	NA	ctrl_cluster2
PPP1R12A	protein_coding	ENSG00000058272	No_kegg	NA	NA	ctrl_cluster2
CROCC	protein_coding	ENSG00000058453	No_kegg	NA	NA	ctrl_cluster2
TARBP1	protein_coding	ENSG00000059588	No_kegg	NA	NA	ctrl_cluster2
STYK1	protein_coding	ENSG00000060140	No_kegg	NA	NA	ctrl_cluster2
WNK1	protein_coding	ENSG00000060237	No_kegg	Neurogenesis	axon guidance,cell-cell adhesion via plasma-membrane adhesion molecules,neuron projection guidance	ctrl_cluster2
U2AF2	protein_coding	ENSG00000063244	No_kegg	NA	NA	ctrl_cluster2
MTMR1	protein_coding	ENSG00000063601	No_kegg	NA	NA	ctrl_cluster2
HIPK2	protein_coding	ENSG00000064393	No_kegg	NA	NA	ctrl_cluster2
FAR2	protein_coding	ENSG00000064763	No_kegg	NA	NA	ctrl_cluster2
BCAS1	protein_coding	ENSG00000064787	No_kegg	NA	NA	ctrl_cluster2
HMG20B	protein_coding	ENSG00000064961	No_kegg	NA	NA	ctrl_cluster2
NHERF2	protein_coding	ENSG00000065054	No_kegg	NA	NA	ctrl_cluster2
MYLK	protein_coding	ENSG00000065534	No_kegg	NA	NA	ctrl_cluster2
YBX1	protein_coding	ENSG00000065978	No_kegg	NA	NA	ctrl_cluster2
TIE1	protein_coding	ENSG00000066056	No_kegg	NA	NA	ctrl_cluster2
MPPED2	protein_coding	ENSG00000066382	No_kegg	NA	NA	ctrl_cluster2
TNFRSF1A	protein_coding	ENSG00000067182	kegg	NA	NA	ctrl_cluster2
SYT1	protein_coding	ENSG00000067715	No_kegg	NA	NA	ctrl_cluster2
RASSF1	protein_coding	ENSG00000068028	No_kegg	NA	NA	ctrl_cluster2
IFI35	protein_coding	ENSG00000068079	No_kegg	NA	NA	ctrl_cluster2
PLEKHH3	protein_coding	ENSG00000068137	No_kegg	NA	NA	ctrl_cluster2
MEF2A	protein_coding	ENSG00000068305	No_kegg	NA	NA	ctrl_cluster2
SIRT2	protein_coding	ENSG00000068903	No_kegg	NA	NA	ctrl_cluster2
MAP4K4	protein_coding	ENSG00000071054	No_kegg	NA	NA	ctrl_cluster2
MBD3	protein_coding	ENSG00000071655	No_kegg	NA	NA	ctrl_cluster2
FAM50A	protein_coding	ENSG00000071859	No_kegg	NA	NA	ctrl_cluster2
RPS6KA6	protein_coding	ENSG00000072133	No_kegg	NA	NA	ctrl_cluster2
SREBF1	protein_coding	ENSG00000072310	No_kegg	NA	NA	ctrl_cluster2
TRHDE	protein_coding	ENSG00000072657	No_kegg	NA	NA	ctrl_cluster2
ACADVL	protein_coding	ENSG00000072778	No_kegg	NA	NA	ctrl_cluster2
NDE1	protein_coding	ENSG00000072864	No_kegg	NA	NA	ctrl_cluster2
FRY	protein_coding	ENSG00000073910	No_kegg	NA	NA	ctrl_cluster2
NOTCH3	protein_coding	ENSG00000074181	No_kegg	Neurogenesis	axon guidance,cell-cell adhesion via plasma-membrane adhesion molecules,neuron projection guidance	ctrl_cluster2
NCBP3	protein_coding	ENSG00000074356	No_kegg	NA	NA	ctrl_cluster2
SLC12A1	protein_coding	ENSG00000074803	No_kegg	NA	NA	ctrl_cluster2
SEMA3A	protein_coding	ENSG00000075213	No_kegg	Neurogenesis	axon guidance,cell-cell adhesion via plasma-membrane adhesion molecules,neuron projection guidance	ctrl_cluster2
RASAL2	protein_coding	ENSG00000075391	No_kegg	NA	NA	ctrl_cluster2
SLC46A1	protein_coding	ENSG00000076351	No_kegg	NA	NA	ctrl_cluster2
TPD52	protein_coding	ENSG00000076554	No_kegg	NA	NA	ctrl_cluster2
TRAF4	protein_coding	ENSG00000076604	No_kegg	NA	NA	ctrl_cluster2
MAP2K7	protein_coding	ENSG00000076984	kegg	NA	NA	ctrl_cluster2
NFKB2	protein_coding	ENSG00000077150	No_kegg	NA	NA	ctrl_cluster2
IL4R	protein_coding	ENSG00000077238	No_kegg	NA	NA	ctrl_cluster2
DCX	protein_coding	ENSG00000077279	No_kegg	NA	NA	ctrl_cluster2
PIAS2	protein_coding	ENSG00000078043	No_kegg	NA	NA	ctrl_cluster2
ARAF	protein_coding	ENSG00000078061	kegg	NA	NA	ctrl_cluster2
PKD2L2	protein_coding	ENSG00000078795	No_kegg	NA	NA	ctrl_cluster2
TP53INP2	protein_coding	ENSG00000078804	No_kegg	NA	NA	ctrl_cluster2
TNS1	protein_coding	ENSG00000079308	No_kegg	NA	NA	ctrl_cluster2
CIC	protein_coding	ENSG00000079432	No_kegg	NA	NA	ctrl_cluster2
RIMS1	protein_coding	ENSG00000079841	No_kegg	NA	NA	ctrl_cluster2
DCT	protein_coding	ENSG00000080166	No_kegg	NA	NA	ctrl_cluster2
SLC35C2	protein_coding	ENSG00000080189	No_kegg	NA	NA	ctrl_cluster2
EPHA6	protein_coding	ENSG00000080224	No_kegg	Neurogenesis	axon guidance,cell-cell adhesion via plasma-membrane adhesion molecules,neuron projection guidance	ctrl_cluster2
SESN1	protein_coding	ENSG00000080546	No_kegg	NA	NA	ctrl_cluster2
KCNN2	protein_coding	ENSG00000080709	No_kegg	NA	NA	ctrl_cluster2
CDH7	protein_coding	ENSG00000081138	No_kegg	Neurogenesis	axon guidance,cell-cell adhesion via plasma-membrane adhesion molecules,neuron projection guidance	ctrl_cluster2
CADPS2	protein_coding	ENSG00000081803	No_kegg	NA	NA	ctrl_cluster2
IFT25	protein_coding	ENSG00000081870	No_kegg	NA	NA	ctrl_cluster2
COL19A1	protein_coding	ENSG00000082293	No_kegg	NA	NA	ctrl_cluster2
GSK3B	protein_coding	ENSG00000082701	kegg	NA	NA	ctrl_cluster2
PLOD1	protein_coding	ENSG00000083444	No_kegg	NA	NA	ctrl_cluster2
PDS5B	protein_coding	ENSG00000083642	No_kegg	NA	NA	ctrl_cluster2
REST	protein_coding	ENSG00000084093	No_kegg	NA	NA	ctrl_cluster2
TXLNA	protein_coding	ENSG00000084652	No_kegg	NA	NA	ctrl_cluster2
PREP	protein_coding	ENSG00000085377	No_kegg	NA	NA	ctrl_cluster2
HACE1	protein_coding	ENSG00000085382	No_kegg	NA	NA	ctrl_cluster2
TRIP6	protein_coding	ENSG00000087077	No_kegg	NA	NA	ctrl_cluster2
FTL	protein_coding	ENSG00000087086	No_kegg	NA	NA	ctrl_cluster2
SRRT	protein_coding	ENSG00000087087	No_kegg	NA	NA	ctrl_cluster2
BAX	protein_coding	ENSG00000087088	No_kegg	NA	NA	ctrl_cluster2
NLK	protein_coding	ENSG00000087095	No_kegg	NA	NA	ctrl_cluster2
SH3BP2	protein_coding	ENSG00000087266	No_kegg	NA	NA	ctrl_cluster2
NOP14	protein_coding	ENSG00000087269	No_kegg	NA	NA	ctrl_cluster2
PTPN4	protein_coding	ENSG00000088179	No_kegg	NA	NA	ctrl_cluster2
SMOX	protein_coding	ENSG00000088826	No_kegg	NA	NA	ctrl_cluster2
MAVS	protein_coding	ENSG00000088888	No_kegg	NA	NA	ctrl_cluster2
TASP1	protein_coding	ENSG00000089123	No_kegg	NA	NA	ctrl_cluster2
FXYD5	protein_coding	ENSG00000089327	No_kegg	Neurogenesis	axon guidance,cell-cell adhesion via plasma-membrane adhesion molecules,neuron projection guidance	ctrl_cluster2
PCBP4	protein_coding	ENSG00000090097	No_kegg	NA	NA	ctrl_cluster2
GNPTG	protein_coding	ENSG00000090581	No_kegg	NA	NA	ctrl_cluster2
EFNB1	protein_coding	ENSG00000090776	No_kegg	Neurogenesis	axon guidance,cell-cell adhesion via plasma-membrane adhesion molecules,neuron projection guidance	ctrl_cluster2
PLEKHG2	protein_coding	ENSG00000090924	No_kegg	NA	NA	ctrl_cluster2
NRCAM	protein_coding	ENSG00000091129	No_kegg	Neurogenesis	axon guidance,cell-cell adhesion via plasma-membrane adhesion molecules,neuron projection guidance	ctrl_cluster2
SLC26A4	protein_coding	ENSG00000091137	No_kegg	NA	NA	ctrl_cluster2
WDR7	protein_coding	ENSG00000091157	No_kegg	NA	NA	ctrl_cluster2
SMPX	protein_coding	ENSG00000091482	No_kegg	NA	NA	ctrl_cluster2
RGS17	protein_coding	ENSG00000091844	No_kegg	NA	NA	ctrl_cluster2
PHGDH	protein_coding	ENSG00000092621	No_kegg	NA	NA	ctrl_cluster2
GPATCH2	protein_coding	ENSG00000092978	No_kegg	NA	NA	ctrl_cluster2
COMT	protein_coding	ENSG00000093010	No_kegg	NA	NA	ctrl_cluster2
ADA2	protein_coding	ENSG00000093072	No_kegg	NA	NA	ctrl_cluster2
HDAC6	protein_coding	ENSG00000094631	No_kegg	Neurogenesis	axon guidance,cell-cell adhesion via plasma-membrane adhesion molecules,neuron projection guidance	ctrl_cluster2
UPRT	protein_coding	ENSG00000094841	No_kegg	NA	NA	ctrl_cluster2
AAAS	protein_coding	ENSG00000094914	No_kegg	NA	NA	ctrl_cluster2
MSH2	protein_coding	ENSG00000095002	No_kegg	NA	NA	ctrl_cluster2
EFHC1	protein_coding	ENSG00000096093	No_kegg	NA	NA	ctrl_cluster2
CDC7	protein_coding	ENSG00000097046	No_kegg	NA	NA	ctrl_cluster2
SYDE2	protein_coding	ENSG00000097096	No_kegg	NA	NA	ctrl_cluster2
HSD3B7	protein_coding	ENSG00000099377	No_kegg	NA	NA	ctrl_cluster2
SETD1A	protein_coding	ENSG00000099381	No_kegg	NA	NA	ctrl_cluster2
HNRNPM	protein_coding	ENSG00000099783	No_kegg	NA	NA	ctrl_cluster2
LZTR1	protein_coding	ENSG00000099949	No_kegg	NA	NA	ctrl_cluster2
GGT5	protein_coding	ENSG00000099998	No_kegg	NA	NA	ctrl_cluster2
SLC25A1	protein_coding	ENSG00000100075	No_kegg	NA	NA	ctrl_cluster2
GRK3	protein_coding	ENSG00000100077	No_kegg	NA	NA	ctrl_cluster2
GGA1	protein_coding	ENSG00000100083	No_kegg	NA	NA	ctrl_cluster2
PATZ1	protein_coding	ENSG00000100105	No_kegg	NA	NA	ctrl_cluster2
MICALL1	protein_coding	ENSG00000100139	No_kegg	NA	NA	ctrl_cluster2
POLDIP3	protein_coding	ENSG00000100227	No_kegg	NA	NA	ctrl_cluster2
CYB5R3	protein_coding	ENSG00000100243	No_kegg	NA	NA	ctrl_cluster2
ARSA	protein_coding	ENSG00000100299	No_kegg	NA	NA	ctrl_cluster2
RBFOX2	protein_coding	ENSG00000100320	No_kegg	NA	NA	ctrl_cluster2
APOL1	protein_coding	ENSG00000100342	No_kegg	NA	NA	ctrl_cluster2
MYH9	protein_coding	ENSG00000100345	No_kegg	NA	NA	ctrl_cluster2
ZC3H7B	protein_coding	ENSG00000100403	No_kegg	NA	NA	ctrl_cluster2
MLC1	protein_coding	ENSG00000100427	No_kegg	NA	NA	ctrl_cluster2
ABHD4	protein_coding	ENSG00000100439	No_kegg	NA	NA	ctrl_cluster2
KHNYN	protein_coding	ENSG00000100441	No_kegg	NA	NA	ctrl_cluster2
DDHD1	protein_coding	ENSG00000100523	No_kegg	NA	NA	ctrl_cluster2
ITPK1	protein_coding	ENSG00000100605	No_kegg	NA	NA	ctrl_cluster2
TELO2	protein_coding	ENSG00000100726	No_kegg	NA	NA	ctrl_cluster2
VRK1	protein_coding	ENSG00000100749	No_kegg	NA	NA	ctrl_cluster2
EFS	protein_coding	ENSG00000100842	No_kegg	NA	NA	ctrl_cluster2
BRMS1L	protein_coding	ENSG00000100916	No_kegg	NA	NA	ctrl_cluster2
PNN	protein_coding	ENSG00000100941	No_kegg	NA	NA	ctrl_cluster2
NFATC4	protein_coding	ENSG00000100968	No_kegg	NA	NA	ctrl_cluster2
CD40	protein_coding	ENSG00000101017	No_kegg	NA	NA	ctrl_cluster2
SLCO4A1	protein_coding	ENSG00000101187	No_kegg	NA	NA	ctrl_cluster2
NKAIN4	protein_coding	ENSG00000101198	No_kegg	NA	NA	ctrl_cluster2
SLC52A3	protein_coding	ENSG00000101276	No_kegg	NA	NA	ctrl_cluster2
TLDC2	protein_coding	ENSG00000101342	No_kegg	NA	NA	ctrl_cluster2
SMAD7	protein_coding	ENSG00000101665	No_kegg	NA	NA	ctrl_cluster2
NOL4	protein_coding	ENSG00000101746	No_kegg	NA	NA	ctrl_cluster2
STS	protein_coding	ENSG00000101846	No_kegg	NA	NA	ctrl_cluster2
GLRA2	protein_coding	ENSG00000101958	No_kegg	NA	NA	ctrl_cluster2
ABCD1	protein_coding	ENSG00000101986	No_kegg	NA	NA	ctrl_cluster2
RENBP	protein_coding	ENSG00000102032	No_kegg	NA	NA	ctrl_cluster2
ARHGEF7	protein_coding	ENSG00000102606	No_kegg	NA	NA	ctrl_cluster2
NUP93	protein_coding	ENSG00000102900	No_kegg	NA	NA	ctrl_cluster2
COTL1	protein_coding	ENSG00000103187	No_kegg	NA	NA	ctrl_cluster2
CRISPLD2	protein_coding	ENSG00000103196	No_kegg	NA	NA	ctrl_cluster2
SLC7A5	protein_coding	ENSG00000103257	No_kegg	NA	NA	ctrl_cluster2
CORO7-PAM16	protein_coding	ENSG00000103426	No_kegg	NA	NA	ctrl_cluster2
SALL1	protein_coding	ENSG00000103449	No_kegg	NA	NA	ctrl_cluster2
RPGRIP1L	protein_coding	ENSG00000103494	No_kegg	NA	NA	ctrl_cluster2
KNOP1	protein_coding	ENSG00000103550	No_kegg	NA	NA	ctrl_cluster2
HERC1	protein_coding	ENSG00000103657	No_kegg	NA	NA	ctrl_cluster2
CTSH	protein_coding	ENSG00000103811	No_kegg	NA	NA	ctrl_cluster2
DTWD1	protein_coding	ENSG00000104047	No_kegg	NA	NA	ctrl_cluster2
TRPA1	protein_coding	ENSG00000104321	No_kegg	NA	NA	ctrl_cluster2
JPH1	protein_coding	ENSG00000104369	No_kegg	NA	NA	ctrl_cluster2
GDAP1	protein_coding	ENSG00000104381	No_kegg	NA	NA	ctrl_cluster2
ZC2HC1A	protein_coding	ENSG00000104427	No_kegg	NA	NA	ctrl_cluster2
IL7	protein_coding	ENSG00000104432	No_kegg	NA	NA	ctrl_cluster2
CHRAC1	protein_coding	ENSG00000104472	No_kegg	NA	NA	ctrl_cluster2
EEF1D	protein_coding	ENSG00000104529	No_kegg	NA	NA	ctrl_cluster2
TUSC3	protein_coding	ENSG00000104723	No_kegg	NA	NA	ctrl_cluster2
MAN2B1	protein_coding	ENSG00000104774	No_kegg	NA	NA	ctrl_cluster2
FCGRT	protein_coding	ENSG00000104870	No_kegg	NA	NA	ctrl_cluster2
SF3A2	protein_coding	ENSG00000104897	No_kegg	NA	NA	ctrl_cluster2
TBC1D17	protein_coding	ENSG00000104946	No_kegg	NA	NA	ctrl_cluster2
SGTA	protein_coding	ENSG00000104969	No_kegg	NA	NA	ctrl_cluster2
RPS16	protein_coding	ENSG00000105193	No_kegg	NA	NA	ctrl_cluster2
PRX	protein_coding	ENSG00000105227	No_kegg	NA	NA	ctrl_cluster2
CACTIN	protein_coding	ENSG00000105298	No_kegg	NA	NA	ctrl_cluster2
CCDC9	protein_coding	ENSG00000105321	No_kegg	NA	NA	ctrl_cluster2
HNRNPUL1	protein_coding	ENSG00000105323	No_kegg	NA	NA	ctrl_cluster2
TGFB1	protein_coding	ENSG00000105329	No_kegg	NA	NA	ctrl_cluster2
MYH14	protein_coding	ENSG00000105357	No_kegg	NA	NA	ctrl_cluster2
RASIP1	protein_coding	ENSG00000105538	No_kegg	NA	NA	ctrl_cluster2
GCDH	protein_coding	ENSG00000105607	No_kegg	NA	NA	ctrl_cluster2
RPL18A	protein_coding	ENSG00000105640	No_kegg	NA	NA	ctrl_cluster2
ISYNA1	protein_coding	ENSG00000105655	No_kegg	NA	NA	ctrl_cluster2
USF2	protein_coding	ENSG00000105698	No_kegg	NA	NA	ctrl_cluster2
KXD1	protein_coding	ENSG00000105700	No_kegg	NA	NA	ctrl_cluster2
AVL9	protein_coding	ENSG00000105778	No_kegg	NA	NA	ctrl_cluster2
RUNDC3B	protein_coding	ENSG00000105784	No_kegg	NA	NA	ctrl_cluster2
CFAP69	protein_coding	ENSG00000105792	No_kegg	NA	NA	ctrl_cluster2
BRAT1	protein_coding	ENSG00000106009	No_kegg	NA	NA	ctrl_cluster2
ANKRD7	protein_coding	ENSG00000106013	No_kegg	NA	NA	ctrl_cluster2
SSBP1	protein_coding	ENSG00000106028	No_kegg	NA	NA	ctrl_cluster2
PHF14	protein_coding	ENSG00000106443	No_kegg	NA	NA	ctrl_cluster2
CLIP2	protein_coding	ENSG00000106665	No_kegg	NA	NA	ctrl_cluster2
SPATA6L	protein_coding	ENSG00000106686	No_kegg	NA	NA	ctrl_cluster2
SH3GL2	protein_coding	ENSG00000107295	No_kegg	NA	NA	ctrl_cluster2
PTGDS	protein_coding	ENSG00000107317	No_kegg	NA	NA	ctrl_cluster2
MAPK8	protein_coding	ENSG00000107643	kegg	NA	NA	ctrl_cluster2
PLEKHA1	protein_coding	ENSG00000107679	No_kegg	NA	NA	ctrl_cluster2
VSIR	protein_coding	ENSG00000107738	No_kegg	NA	NA	ctrl_cluster2
LZTS2	protein_coding	ENSG00000107816	No_kegg	NA	NA	ctrl_cluster2
GLRX3	protein_coding	ENSG00000108010	No_kegg	NA	NA	ctrl_cluster2
RPL28	protein_coding	ENSG00000108107	No_kegg	NA	NA	ctrl_cluster2
CASC3	protein_coding	ENSG00000108349	No_kegg	NA	NA	ctrl_cluster2
GALK1	protein_coding	ENSG00000108479	No_kegg	NA	NA	ctrl_cluster2
ENO3	protein_coding	ENSG00000108515	No_kegg	NA	NA	ctrl_cluster2
ICAM2	protein_coding	ENSG00000108622	No_kegg	NA	NA	ctrl_cluster2
SYNGR2	protein_coding	ENSG00000108639	No_kegg	NA	NA	ctrl_cluster2
LGALS3BP	protein_coding	ENSG00000108679	No_kegg	NA	NA	ctrl_cluster2
NAGLU	protein_coding	ENSG00000108784	No_kegg	NA	NA	ctrl_cluster2
VAT1	protein_coding	ENSG00000108828	No_kegg	NA	NA	ctrl_cluster2
NHERF1	protein_coding	ENSG00000109062	No_kegg	NA	NA	ctrl_cluster2
CDR2L	protein_coding	ENSG00000109089	No_kegg	NA	NA	ctrl_cluster2
GNRHR	protein_coding	ENSG00000109163	No_kegg	NA	NA	ctrl_cluster2
MAPK10	protein_coding	ENSG00000109339	kegg	NA	NA	ctrl_cluster2
INPP4B	protein_coding	ENSG00000109452	No_kegg	NA	NA	ctrl_cluster2
STIM2	protein_coding	ENSG00000109689	No_kegg	NA	NA	ctrl_cluster2
RAPGEF2	protein_coding	ENSG00000109756	No_kegg	NA	NA	ctrl_cluster2
CRYAB	protein_coding	ENSG00000109846	No_kegg	NA	NA	ctrl_cluster2
EHD1	protein_coding	ENSG00000110047	No_kegg	NA	NA	ctrl_cluster2
CCND1	protein_coding	ENSG00000110092	No_kegg	NA	NA	ctrl_cluster2
CD81	protein_coding	ENSG00000110651	No_kegg	NA	NA	ctrl_cluster2
PSMD9	protein_coding	ENSG00000110801	kegg	NA	NA	ctrl_cluster2
CAPRIN2	protein_coding	ENSG00000110888	No_kegg	NA	NA	ctrl_cluster2
LIN7A	protein_coding	ENSG00000111052	No_kegg	NA	NA	ctrl_cluster2
TNS2	protein_coding	ENSG00000111077	No_kegg	NA	NA	ctrl_cluster2
PPM1H	protein_coding	ENSG00000111110	No_kegg	NA	NA	ctrl_cluster2
SLC6A12	protein_coding	ENSG00000111181	No_kegg	NA	NA	ctrl_cluster2
PARP11	protein_coding	ENSG00000111224	No_kegg	NA	NA	ctrl_cluster2
LTBR	protein_coding	ENSG00000111321	No_kegg	NA	NA	ctrl_cluster2
CDK2AP1	protein_coding	ENSG00000111328	No_kegg	NA	NA	ctrl_cluster2
TBC1D30	protein_coding	ENSG00000111490	No_kegg	NA	NA	ctrl_cluster2
TIMELESS	protein_coding	ENSG00000111602	No_kegg	NA	NA	ctrl_cluster2
CHD4	protein_coding	ENSG00000111642	No_kegg	NA	NA	ctrl_cluster2
PTPN6	protein_coding	ENSG00000111679	No_kegg	NA	NA	ctrl_cluster2
ST8SIA1	protein_coding	ENSG00000111728	No_kegg	NA	NA	ctrl_cluster2
C2CD5	protein_coding	ENSG00000111731	No_kegg	NA	NA	ctrl_cluster2
RIC8B	protein_coding	ENSG00000111785	No_kegg	NA	NA	ctrl_cluster2
COL12A1	protein_coding	ENSG00000111799	No_kegg	NA	NA	ctrl_cluster2
RNGTT	protein_coding	ENSG00000111880	No_kegg	NA	NA	ctrl_cluster2
MAN1A1	protein_coding	ENSG00000111885	No_kegg	NA	NA	ctrl_cluster2
SASH1	protein_coding	ENSG00000111961	No_kegg	NA	NA	ctrl_cluster2
GPR63	protein_coding	ENSG00000112218	No_kegg	NA	NA	ctrl_cluster2
WASF1	protein_coding	ENSG00000112290	No_kegg	NA	NA	ctrl_cluster2
FIG4	protein_coding	ENSG00000112367	No_kegg	NA	NA	ctrl_cluster2
CDH9	protein_coding	ENSG00000113100	No_kegg	Neurogenesis	axon guidance,cell-cell adhesion via plasma-membrane adhesion molecules,neuron projection guidance	ctrl_cluster2
RASGRF2	protein_coding	ENSG00000113319	No_kegg	NA	NA	ctrl_cluster2
DROSHA	protein_coding	ENSG00000113360	No_kegg	NA	NA	ctrl_cluster2
FGF1	protein_coding	ENSG00000113578	No_kegg	NA	NA	ctrl_cluster2
TCERG1	protein_coding	ENSG00000113649	No_kegg	NA	NA	ctrl_cluster2
ARMC8	protein_coding	ENSG00000114098	No_kegg	NA	NA	ctrl_cluster2
FGF12	protein_coding	ENSG00000114279	No_kegg	NA	NA	ctrl_cluster2
GNAI2	protein_coding	ENSG00000114353	No_kegg	NA	NA	ctrl_cluster2
MAPKAPK3	protein_coding	ENSG00000114738	No_kegg	NA	NA	ctrl_cluster2
ZBTB47	protein_coding	ENSG00000114853	No_kegg	NA	NA	ctrl_cluster2
ADAM23	protein_coding	ENSG00000114948	No_kegg	NA	NA	ctrl_cluster2
EIF2B4	protein_coding	ENSG00000115211	No_kegg	NA	NA	ctrl_cluster2
PDE1A	protein_coding	ENSG00000115252	No_kegg	NA	NA	ctrl_cluster2
GRB14	protein_coding	ENSG00000115290	No_kegg	NA	NA	ctrl_cluster2
LOXL3	protein_coding	ENSG00000115318	No_kegg	NA	NA	ctrl_cluster2
