hgnc_symbol	gene_biotype	ensembl_gene_id	kegg	GO_category	Description	Cluster
CDH10	protein_coding	ENSG00000040731	No_kegg	NA	NA	AD_cluster2
RAB27B	protein_coding	ENSG00000041353	No_kegg	NA	NA	AD_cluster2
RIPOR3	protein_coding	ENSG00000042062	No_kegg	NA	NA	AD_cluster2
ZPBP	protein_coding	ENSG00000042813	No_kegg	NA	NA	AD_cluster2
ZIC2	protein_coding	ENSG00000043355	No_kegg	NA	NA	AD_cluster2
YTHDC2	protein_coding	ENSG00000047188	No_kegg	NA	NA	AD_cluster2
ATP6V1H	protein_coding	ENSG00000047249	No_kegg	NA	NA	AD_cluster2
GOPC	protein_coding	ENSG00000047932	No_kegg	NA	NA	AD_cluster2
HDAC9	protein_coding	ENSG00000048052	No_kegg	NA	NA	AD_cluster2
H6PD	protein_coding	ENSG00000049239	No_kegg	NA	NA	AD_cluster2
NEXMIF	protein_coding	ENSG00000050030	No_kegg	NA	NA	AD_cluster2
SLC4A8	protein_coding	ENSG00000050438	No_kegg	NA	NA	AD_cluster2
LAMC3	protein_coding	ENSG00000050555	No_kegg	NA	NA	AD_cluster2
PIK3CB	protein_coding	ENSG00000051382	kegg	NA	NA	AD_cluster2
SZRD1	protein_coding	ENSG00000055070	No_kegg	NA	NA	AD_cluster2
CUL1	protein_coding	ENSG00000055130	No_kegg	NA	NA	AD_cluster2
CCDC85A	protein_coding	ENSG00000055813	No_kegg	NA	NA	AD_cluster2
ATG5	protein_coding	ENSG00000057663	No_kegg	NA	NA	AD_cluster2
CDK14	protein_coding	ENSG00000058091	No_kegg	NA	NA	AD_cluster2
PPP1R12A	protein_coding	ENSG00000058272	No_kegg	NA	NA	AD_cluster2
CDK17	protein_coding	ENSG00000059758	No_kegg	NA	NA	AD_cluster2
STYK1	protein_coding	ENSG00000060140	No_kegg	NA	NA	AD_cluster2
HDAC7	protein_coding	ENSG00000061273	No_kegg	NA	NA	AD_cluster2
FAR2	protein_coding	ENSG00000064763	No_kegg	NA	NA	AD_cluster2
ZNF76	protein_coding	ENSG00000065029	No_kegg	NA	NA	AD_cluster2
MAP2K4	protein_coding	ENSG00000065559	No_kegg	NA	NA	AD_cluster2
TIE1	protein_coding	ENSG00000066056	No_kegg	NA	NA	AD_cluster2
SPI1	protein_coding	ENSG00000066336	No_kegg	NA	NA	AD_cluster2
LRRC40	protein_coding	ENSG00000066557	No_kegg	NA	NA	AD_cluster2
KIF26A	protein_coding	ENSG00000066735	No_kegg	NA	NA	AD_cluster2
ATG2B	protein_coding	ENSG00000066739	kegg	NA	NA	AD_cluster2
SYT1	protein_coding	ENSG00000067715	No_kegg	Synapse signaling	synaptic transmission, glutamatergic	AD_cluster2
PLEKHH3	protein_coding	ENSG00000068137	No_kegg	NA	NA	AD_cluster2
ACSL4	protein_coding	ENSG00000068366	No_kegg	NA	NA	AD_cluster2
PHRF1	protein_coding	ENSG00000070047	No_kegg	NA	NA	AD_cluster2
POLB	protein_coding	ENSG00000070501	No_kegg	NA	NA	AD_cluster2
TCF3	protein_coding	ENSG00000071564	No_kegg	NA	NA	AD_cluster2
DAZAP1	protein_coding	ENSG00000071626	No_kegg	NA	NA	AD_cluster2
RPS6KA6	protein_coding	ENSG00000072133	No_kegg	NA	NA	AD_cluster2
UBE2D1	protein_coding	ENSG00000072401	No_kegg	NA	NA	AD_cluster2
TRHDE	protein_coding	ENSG00000072657	No_kegg	NA	NA	AD_cluster2
ACADVL	protein_coding	ENSG00000072778	No_kegg	NA	NA	AD_cluster2
NDE1	protein_coding	ENSG00000072864	No_kegg	NA	NA	AD_cluster2
FRY	protein_coding	ENSG00000073910	No_kegg	NA	NA	AD_cluster2
NOTCH3	protein_coding	ENSG00000074181	No_kegg	Neurogenesis	axon guidance,cell morphogenesis involved in neuron differentiation,neuron projection guidance	AD_cluster2
SCARF1	protein_coding	ENSG00000074660	No_kegg	NA	NA	AD_cluster2
ANO8	protein_coding	ENSG00000074855	No_kegg	NA	NA	AD_cluster2
SEMA3A	protein_coding	ENSG00000075213	No_kegg	Neurogenesis	axon guidance,cell morphogenesis involved in neuron differentiation,neuron projection guidance	AD_cluster2
TTC38	protein_coding	ENSG00000075234	No_kegg	NA	NA	AD_cluster2
SLC25A40	protein_coding	ENSG00000075303	No_kegg	NA	NA	AD_cluster2
RASAL2	protein_coding	ENSG00000075391	No_kegg	NA	NA	AD_cluster2
KIFAP3	protein_coding	ENSG00000075945	No_kegg	NA	NA	AD_cluster2
BAZ2A	protein_coding	ENSG00000076108	No_kegg	NA	NA	AD_cluster2
TPD52	protein_coding	ENSG00000076554	No_kegg	NA	NA	AD_cluster2
TRAF4	protein_coding	ENSG00000076604	No_kegg	NA	NA	AD_cluster2
ARHGEF1	protein_coding	ENSG00000076928	No_kegg	NA	NA	AD_cluster2
MAP2K7	protein_coding	ENSG00000076984	kegg	NA	NA	AD_cluster2
USP33	protein_coding	ENSG00000077254	No_kegg	Neurogenesis	axon guidance,cell morphogenesis involved in neuron differentiation,neuron projection guidance	AD_cluster2
PAK3	protein_coding	ENSG00000077264	No_kegg	Neurogenesis	axon guidance,cell morphogenesis involved in neuron differentiation,neuron projection guidance	AD_cluster2
DCX	protein_coding	ENSG00000077279	No_kegg	NA	NA	AD_cluster2
LRCH4	protein_coding	ENSG00000077454	No_kegg	NA	NA	AD_cluster2
PIAS2	protein_coding	ENSG00000078043	No_kegg	NA	NA	AD_cluster2
ARAF	protein_coding	ENSG00000078061	kegg	NA	NA	AD_cluster2
UBE2K	protein_coding	ENSG00000078140	No_kegg	NA	NA	AD_cluster2
ADCYAP1R1	protein_coding	ENSG00000078549	No_kegg	NA	NA	AD_cluster2
SDF4	protein_coding	ENSG00000078808	No_kegg	NA	NA	AD_cluster2
OSBPL6	protein_coding	ENSG00000079156	No_kegg	NA	NA	AD_cluster2
TNS1	protein_coding	ENSG00000079308	No_kegg	NA	NA	AD_cluster2
RAPGEF3	protein_coding	ENSG00000079337	No_kegg	NA	NA	AD_cluster2
DNM2	protein_coding	ENSG00000079805	No_kegg	Neurogenesis	axon guidance,cell morphogenesis involved in neuron differentiation,neuron projection guidance	AD_cluster2
RIMS1	protein_coding	ENSG00000079841	No_kegg	NA	NA	AD_cluster2
STX7	protein_coding	ENSG00000079950	No_kegg	NA	NA	AD_cluster2
COL5A3	protein_coding	ENSG00000080573	No_kegg	NA	NA	AD_cluster2
RSBN1	protein_coding	ENSG00000081019	No_kegg	NA	NA	AD_cluster2
MAGI3	protein_coding	ENSG00000081026	No_kegg	NA	NA	AD_cluster2
CDH7	protein_coding	ENSG00000081138	No_kegg	NA	NA	AD_cluster2
MEF2C	protein_coding	ENSG00000081189	No_kegg	Neurogenesis,Synapse signaling	axon guidance,cell morphogenesis involved in neuron differentiation,neuron projection guidance,synaptic transmission, glutamatergic	AD_cluster2
UBA5	protein_coding	ENSG00000081307	No_kegg	NA	NA	AD_cluster2
CADPS2	protein_coding	ENSG00000081803	No_kegg	NA	NA	AD_cluster2
COL19A1	protein_coding	ENSG00000082293	No_kegg	NA	NA	AD_cluster2
OPRK1	protein_coding	ENSG00000082556	No_kegg	NA	NA	AD_cluster2
GSK3B	protein_coding	ENSG00000082701	kegg	Neurogenesis	axon guidance,cell morphogenesis involved in neuron differentiation,neuron projection guidance	AD_cluster2
ITGB5	protein_coding	ENSG00000082781	No_kegg	NA	NA	AD_cluster2
PDS5B	protein_coding	ENSG00000083642	No_kegg	NA	NA	AD_cluster2
RRAGB	protein_coding	ENSG00000083750	No_kegg	NA	NA	AD_cluster2
COL16A1	protein_coding	ENSG00000084636	No_kegg	NA	NA	AD_cluster2
TXLNA	protein_coding	ENSG00000084652	No_kegg	NA	NA	AD_cluster2
CAD	protein_coding	ENSG00000084774	No_kegg	NA	NA	AD_cluster2
CD82	protein_coding	ENSG00000085117	No_kegg	NA	NA	AD_cluster2
PREP	protein_coding	ENSG00000085377	No_kegg	NA	NA	AD_cluster2
HACE1	protein_coding	ENSG00000085382	No_kegg	NA	NA	AD_cluster2
PILRA	protein_coding	ENSG00000085514	No_kegg	NA	NA	AD_cluster2
SNX10	protein_coding	ENSG00000086300	No_kegg	NA	NA	AD_cluster2
NLK	protein_coding	ENSG00000087095	No_kegg	NA	NA	AD_cluster2
SH3BP2	protein_coding	ENSG00000087266	No_kegg	NA	NA	AD_cluster2
NOP14	protein_coding	ENSG00000087269	No_kegg	NA	NA	AD_cluster2
TXNDC16	protein_coding	ENSG00000087301	No_kegg	NA	NA	AD_cluster2
PTPN4	protein_coding	ENSG00000088179	No_kegg	NA	NA	AD_cluster2
ASAP3	protein_coding	ENSG00000088280	No_kegg	NA	NA	AD_cluster2
SMOX	protein_coding	ENSG00000088826	No_kegg	NA	NA	AD_cluster2
EBF4	protein_coding	ENSG00000088881	No_kegg	NA	NA	AD_cluster2
MAVS	protein_coding	ENSG00000088888	No_kegg	NA	NA	AD_cluster2
SLC8B1	protein_coding	ENSG00000089060	No_kegg	NA	NA	AD_cluster2
FXYD5	protein_coding	ENSG00000089327	No_kegg	NA	NA	AD_cluster2
ARHGAP4	protein_coding	ENSG00000089820	No_kegg	Neurogenesis	axon guidance,cell morphogenesis involved in neuron differentiation,neuron projection guidance	AD_cluster2
CCNK	protein_coding	ENSG00000090061	No_kegg	NA	NA	AD_cluster2
PLEKHG2	protein_coding	ENSG00000090924	No_kegg	NA	NA	AD_cluster2
DTX2	protein_coding	ENSG00000091073	No_kegg	NA	NA	AD_cluster2
NRCAM	protein_coding	ENSG00000091129	No_kegg	Neurogenesis	axon guidance,cell morphogenesis involved in neuron differentiation,neuron projection guidance	AD_cluster2
SLC26A4	protein_coding	ENSG00000091137	No_kegg	NA	NA	AD_cluster2
WDR7	protein_coding	ENSG00000091157	No_kegg	NA	NA	AD_cluster2
RGS17	protein_coding	ENSG00000091844	No_kegg	NA	NA	AD_cluster2
PHGDH	protein_coding	ENSG00000092621	No_kegg	NA	NA	AD_cluster2
COMT	protein_coding	ENSG00000093010	No_kegg	NA	NA	AD_cluster2
HDAC6	protein_coding	ENSG00000094631	No_kegg	Neurogenesis,Synapse signaling	axon guidance,cell morphogenesis involved in neuron differentiation,neuron projection guidance,synaptic transmission, glutamatergic	AD_cluster2
ITPR3	protein_coding	ENSG00000096433	kegg	NA	NA	AD_cluster2
MYO9B	protein_coding	ENSG00000099331	No_kegg	NA	NA	AD_cluster2
BCL7C	protein_coding	ENSG00000099385	No_kegg	NA	NA	AD_cluster2
TBC1D10A	protein_coding	ENSG00000099992	No_kegg	NA	NA	AD_cluster2
GGT5	protein_coding	ENSG00000099998	No_kegg	NA	NA	AD_cluster2
GGT1	protein_coding	ENSG00000100031	No_kegg	NA	NA	AD_cluster2
MFNG	protein_coding	ENSG00000100060	No_kegg	NA	NA	AD_cluster2
GRK3	protein_coding	ENSG00000100077	No_kegg	NA	NA	AD_cluster2
GGA1	protein_coding	ENSG00000100083	No_kegg	NA	NA	AD_cluster2
	protein_coding	ENSG00000100101	No_kegg	NA	NA	AD_cluster2
PATZ1	protein_coding	ENSG00000100105	No_kegg	NA	NA	AD_cluster2
TRIOBP	protein_coding	ENSG00000100106	No_kegg	Neurogenesis	axon guidance,cell morphogenesis involved in neuron differentiation,neuron projection guidance	AD_cluster2
MICALL1	protein_coding	ENSG00000100139	No_kegg	NA	NA	AD_cluster2
POLR2F	protein_coding	ENSG00000100142	No_kegg	NA	NA	AD_cluster2
SOX10	protein_coding	ENSG00000100146	No_kegg	NA	NA	AD_cluster2
CCDC134	protein_coding	ENSG00000100147	No_kegg	NA	NA	AD_cluster2
SLC16A8	protein_coding	ENSG00000100156	No_kegg	NA	NA	AD_cluster2
HSCB	protein_coding	ENSG00000100209	No_kegg	NA	NA	AD_cluster2
POLDIP3	protein_coding	ENSG00000100227	No_kegg	NA	NA	AD_cluster2
RBFOX2	protein_coding	ENSG00000100320	No_kegg	NA	NA	AD_cluster2
ASCC2	protein_coding	ENSG00000100325	No_kegg	NA	NA	AD_cluster2
MLC1	protein_coding	ENSG00000100427	No_kegg	NA	NA	AD_cluster2
ABHD4	protein_coding	ENSG00000100439	No_kegg	NA	NA	AD_cluster2
KHNYN	protein_coding	ENSG00000100441	No_kegg	NA	NA	AD_cluster2
VCPKMT	protein_coding	ENSG00000100483	No_kegg	NA	NA	AD_cluster2
GNPNAT1	protein_coding	ENSG00000100522	No_kegg	NA	NA	AD_cluster2
ZFYVE21	protein_coding	ENSG00000100711	No_kegg	NA	NA	AD_cluster2
PAPLN	protein_coding	ENSG00000100767	No_kegg	NA	NA	AD_cluster2
NFATC4	protein_coding	ENSG00000100968	No_kegg	Neurogenesis	axon guidance,cell morphogenesis involved in neuron differentiation,neuron projection guidance	AD_cluster2
BMP7	protein_coding	ENSG00000101144	No_kegg	Neurogenesis	axon guidance,cell morphogenesis involved in neuron differentiation,neuron projection guidance	AD_cluster2
CDC25B	protein_coding	ENSG00000101224	No_kegg	NA	NA	AD_cluster2
NDUFAF5	protein_coding	ENSG00000101247	No_kegg	NA	NA	AD_cluster2
CCM2L	protein_coding	ENSG00000101331	No_kegg	NA	NA	AD_cluster2
POFUT1	protein_coding	ENSG00000101346	No_kegg	NA	NA	AD_cluster2
SNTA1	protein_coding	ENSG00000101400	No_kegg	NA	NA	AD_cluster2
USP14	protein_coding	ENSG00000101557	No_kegg	NA	NA	AD_cluster2
NOL4	protein_coding	ENSG00000101746	No_kegg	NA	NA	AD_cluster2
MOSPD1	protein_coding	ENSG00000101928	No_kegg	NA	NA	AD_cluster2
MCF2	protein_coding	ENSG00000101977	No_kegg	Neurogenesis	axon guidance,cell morphogenesis involved in neuron differentiation,neuron projection guidance	AD_cluster2
ABCD1	protein_coding	ENSG00000101986	No_kegg	NA	NA	AD_cluster2
RENBP	protein_coding	ENSG00000102032	No_kegg	NA	NA	AD_cluster2
TAFAZZIN	protein_coding	ENSG00000102125	No_kegg	NA	NA	AD_cluster2
CDADC1	protein_coding	ENSG00000102543	No_kegg	NA	NA	AD_cluster2
DGKH	protein_coding	ENSG00000102780	No_kegg	NA	NA	AD_cluster2
KATNAL1	protein_coding	ENSG00000102781	No_kegg	NA	NA	AD_cluster2
TRADD	protein_coding	ENSG00000102871	No_kegg	NA	NA	AD_cluster2
DHODH	protein_coding	ENSG00000102967	No_kegg	NA	NA	AD_cluster2
VAC14	protein_coding	ENSG00000103043	No_kegg	NA	NA	AD_cluster2
TAF1C	protein_coding	ENSG00000103168	No_kegg	NA	NA	AD_cluster2
PIEZO1	protein_coding	ENSG00000103335	No_kegg	NA	NA	AD_cluster2
RPGRIP1L	protein_coding	ENSG00000103494	No_kegg	NA	NA	AD_cluster2
STX4	protein_coding	ENSG00000103496	No_kegg	NA	NA	AD_cluster2
CSK	protein_coding	ENSG00000103653	No_kegg	NA	NA	AD_cluster2
HERC1	protein_coding	ENSG00000103657	No_kegg	NA	NA	AD_cluster2
RAB11A	protein_coding	ENSG00000103769	No_kegg	NA	NA	AD_cluster2
DMXL2	protein_coding	ENSG00000104093	No_kegg	NA	NA	AD_cluster2
ZFAND1	protein_coding	ENSG00000104231	No_kegg	NA	NA	AD_cluster2
CALB1	protein_coding	ENSG00000104327	No_kegg	NA	NA	AD_cluster2
UBE2W	protein_coding	ENSG00000104343	No_kegg	NA	NA	AD_cluster2
JPH1	protein_coding	ENSG00000104369	No_kegg	NA	NA	AD_cluster2
GDAP1	protein_coding	ENSG00000104381	No_kegg	NA	NA	AD_cluster2
RAB2A	protein_coding	ENSG00000104388	No_kegg	NA	NA	AD_cluster2
ZC2HC1A	protein_coding	ENSG00000104427	No_kegg	NA	NA	AD_cluster2
IL7	protein_coding	ENSG00000104432	No_kegg	NA	NA	AD_cluster2
CHRAC1	protein_coding	ENSG00000104472	No_kegg	NA	NA	AD_cluster2
TUSC3	protein_coding	ENSG00000104723	No_kegg	NA	NA	AD_cluster2
MAN2B1	protein_coding	ENSG00000104774	No_kegg	NA	NA	AD_cluster2
GYS1	protein_coding	ENSG00000104812	No_kegg	NA	NA	AD_cluster2
NFKBIB	protein_coding	ENSG00000104825	No_kegg	NA	NA	AD_cluster2
SNRNP70	protein_coding	ENSG00000104852	No_kegg	NA	NA	AD_cluster2
CLASRP	protein_coding	ENSG00000104859	No_kegg	NA	NA	AD_cluster2
FCGRT	protein_coding	ENSG00000104870	No_kegg	NA	NA	AD_cluster2
DOT1L	protein_coding	ENSG00000104885	No_kegg	NA	NA	AD_cluster2
DMPK	protein_coding	ENSG00000104936	No_kegg	NA	NA	AD_cluster2
YJU2B	protein_coding	ENSG00000104957	No_kegg	NA	NA	AD_cluster2
VRK3	protein_coding	ENSG00000105053	No_kegg	NA	NA	AD_cluster2
AKT2	protein_coding	ENSG00000105221	kegg	NA	NA	AD_cluster2
PRX	protein_coding	ENSG00000105227	No_kegg	NA	NA	AD_cluster2
PIAS4	protein_coding	ENSG00000105229	No_kegg	NA	NA	AD_cluster2
PRKD2	protein_coding	ENSG00000105287	No_kegg	NA	NA	AD_cluster2
HNRNPUL1	protein_coding	ENSG00000105323	No_kegg	NA	NA	AD_cluster2
TGFB1	protein_coding	ENSG00000105329	No_kegg	NA	NA	AD_cluster2
MYH14	protein_coding	ENSG00000105357	No_kegg	NA	NA	AD_cluster2
TYK2	protein_coding	ENSG00000105397	No_kegg	NA	NA	AD_cluster2
RASIP1	protein_coding	ENSG00000105538	No_kegg	NA	NA	AD_cluster2
BCAT2	protein_coding	ENSG00000105552	No_kegg	NA	NA	AD_cluster2
GCDH	protein_coding	ENSG00000105607	No_kegg	NA	NA	AD_cluster2
LSR	protein_coding	ENSG00000105699	No_kegg	NA	NA	AD_cluster2
HPN	protein_coding	ENSG00000105707	No_kegg	NA	NA	AD_cluster2
AVL9	protein_coding	ENSG00000105778	No_kegg	NA	NA	AD_cluster2
RUNDC3B	protein_coding	ENSG00000105784	No_kegg	NA	NA	AD_cluster2
LMBR1	protein_coding	ENSG00000105983	No_kegg	NA	NA	AD_cluster2
BRAT1	protein_coding	ENSG00000106009	No_kegg	NA	NA	AD_cluster2
SNX8	protein_coding	ENSG00000106266	No_kegg	NA	NA	AD_cluster2
RPA3	protein_coding	ENSG00000106399	No_kegg	NA	NA	AD_cluster2
PHF14	protein_coding	ENSG00000106443	No_kegg	NA	NA	AD_cluster2
FSD1L	protein_coding	ENSG00000106701	No_kegg	NA	NA	AD_cluster2
SPIN1	protein_coding	ENSG00000106723	No_kegg	NA	NA	AD_cluster2
CDC37L1	protein_coding	ENSG00000106993	No_kegg	NA	NA	AD_cluster2
SH3GL2	protein_coding	ENSG00000107295	No_kegg	NA	NA	AD_cluster2
PTGDS	protein_coding	ENSG00000107317	No_kegg	NA	NA	AD_cluster2
ABCA2	protein_coding	ENSG00000107331	No_kegg	NA	NA	AD_cluster2
RAB11FIP2	protein_coding	ENSG00000107560	No_kegg	NA	NA	AD_cluster2
MAPK8	protein_coding	ENSG00000107643	kegg	NA	NA	AD_cluster2
PLEKHA1	protein_coding	ENSG00000107679	No_kegg	NA	NA	AD_cluster2
UNC5B	protein_coding	ENSG00000107731	No_kegg	Neurogenesis	axon guidance,cell morphogenesis involved in neuron differentiation,neuron projection guidance	AD_cluster2
VSIR	protein_coding	ENSG00000107738	No_kegg	NA	NA	AD_cluster2
LZTS2	protein_coding	ENSG00000107816	No_kegg	NA	NA	AD_cluster2
SHOC2	protein_coding	ENSG00000108061	No_kegg	NA	NA	AD_cluster2
CCDC6	protein_coding	ENSG00000108091	No_kegg	NA	NA	AD_cluster2
CUL2	protein_coding	ENSG00000108094	No_kegg	NA	NA	AD_cluster2
CDK5RAP3	protein_coding	ENSG00000108465	No_kegg	NA	NA	AD_cluster2
RECQL5	protein_coding	ENSG00000108469	No_kegg	NA	NA	AD_cluster2
NAGLU	protein_coding	ENSG00000108784	No_kegg	NA	NA	AD_cluster2
MMD	protein_coding	ENSG00000108960	No_kegg	NA	NA	AD_cluster2
TMEM104	protein_coding	ENSG00000109066	No_kegg	NA	NA	AD_cluster2
DCUN1D4	protein_coding	ENSG00000109184	No_kegg	NA	NA	AD_cluster2
MAPK10	protein_coding	ENSG00000109339	kegg	NA	NA	AD_cluster2
FBXW7	protein_coding	ENSG00000109670	No_kegg	NA	NA	AD_cluster2
MFSD10	protein_coding	ENSG00000109736	No_kegg	NA	NA	AD_cluster2
RAPGEF2	protein_coding	ENSG00000109756	No_kegg	Neurogenesis	axon guidance,cell morphogenesis involved in neuron differentiation,neuron projection guidance	AD_cluster2
EHD1	protein_coding	ENSG00000110047	No_kegg	NA	NA	AD_cluster2
UNC93B1	protein_coding	ENSG00000110057	No_kegg	NA	NA	AD_cluster2
CPT1A	protein_coding	ENSG00000110090	No_kegg	NA	NA	AD_cluster2
PDHX	protein_coding	ENSG00000110435	No_kegg	NA	NA	AD_cluster2
SLC15A3	protein_coding	ENSG00000110446	No_kegg	NA	NA	AD_cluster2
TCIRG1	protein_coding	ENSG00000110719	No_kegg	NA	NA	AD_cluster2
PRPF40B	protein_coding	ENSG00000110844	No_kegg	NA	NA	AD_cluster2
CAPRIN2	protein_coding	ENSG00000110888	No_kegg	Neurogenesis	axon guidance,cell morphogenesis involved in neuron differentiation,neuron projection guidance	AD_cluster2
LIN7A	protein_coding	ENSG00000111052	No_kegg	NA	NA	AD_cluster2
TNS2	protein_coding	ENSG00000111077	No_kegg	NA	NA	AD_cluster2
SLC6A12	protein_coding	ENSG00000111181	No_kegg	NA	NA	AD_cluster2
FOXM1	protein_coding	ENSG00000111206	No_kegg	NA	NA	AD_cluster2
TBC1D30	protein_coding	ENSG00000111490	No_kegg	NA	NA	AD_cluster2
ST8SIA1	protein_coding	ENSG00000111728	No_kegg	NA	NA	AD_cluster2
C2CD5	protein_coding	ENSG00000111731	No_kegg	NA	NA	AD_cluster2
COL12A1	protein_coding	ENSG00000111799	No_kegg	NA	NA	AD_cluster2
RNGTT	protein_coding	ENSG00000111880	No_kegg	NA	NA	AD_cluster2
NCOA7	protein_coding	ENSG00000111912	No_kegg	NA	NA	AD_cluster2
GPR63	protein_coding	ENSG00000112218	No_kegg	NA	NA	AD_cluster2
CCNC	protein_coding	ENSG00000112237	No_kegg	NA	NA	AD_cluster2
WASF1	protein_coding	ENSG00000112290	No_kegg	NA	NA	AD_cluster2
SMAP1	protein_coding	ENSG00000112305	No_kegg	NA	NA	AD_cluster2
FIG4	protein_coding	ENSG00000112367	No_kegg	NA	NA	AD_cluster2
TFEB	protein_coding	ENSG00000112561	No_kegg	NA	NA	AD_cluster2
CCND3	protein_coding	ENSG00000112576	No_kegg	NA	NA	AD_cluster2
MRPS27	protein_coding	ENSG00000113048	No_kegg	NA	NA	AD_cluster2
CDH9	protein_coding	ENSG00000113100	No_kegg	NA	NA	AD_cluster2
TMCO6	protein_coding	ENSG00000113119	No_kegg	NA	NA	AD_cluster2
CERT1	protein_coding	ENSG00000113163	No_kegg	NA	NA	AD_cluster2
RASGRF2	protein_coding	ENSG00000113319	No_kegg	NA	NA	AD_cluster2
SLC12A7	protein_coding	ENSG00000113504	No_kegg	NA	NA	AD_cluster2
TRAPPC13	protein_coding	ENSG00000113597	No_kegg	NA	NA	AD_cluster2
TCERG1	protein_coding	ENSG00000113649	No_kegg	NA	NA	AD_cluster2
ERGIC1	protein_coding	ENSG00000113719	No_kegg	NA	NA	AD_cluster2
PDGFRB	protein_coding	ENSG00000113721	No_kegg	NA	NA	AD_cluster2
CNTN3	protein_coding	ENSG00000113805	No_kegg	NA	NA	AD_cluster2
NIT2	protein_coding	ENSG00000114021	No_kegg	NA	NA	AD_cluster2
UBE3A	protein_coding	ENSG00000114062	No_kegg	Neurogenesis	axon guidance,cell morphogenesis involved in neuron differentiation,neuron projection guidance	AD_cluster2
SLC25A36	protein_coding	ENSG00000114120	No_kegg	NA	NA	AD_cluster2
FGF12	protein_coding	ENSG00000114279	No_kegg	NA	NA	AD_cluster2
GNAI2	protein_coding	ENSG00000114353	No_kegg	NA	NA	AD_cluster2
HYAL1	protein_coding	ENSG00000114378	No_kegg	NA	NA	AD_cluster2
IFT57	protein_coding	ENSG00000114446	No_kegg	NA	NA	AD_cluster2
ZBTB47	protein_coding	ENSG00000114853	No_kegg	NA	NA	AD_cluster2
